group_id,dataset,orig_id,caption_id,caption_text,real_image_path
236,Flickr30k,1020651753,flickr-74,A white dog is trying to catch a ball in midair over a grassy field.,data/covers/real/g0236__src-real.png
237,COCO,000000516750,coco-000000516750,"Two kayaks, one pink the other yellow, on bank of water.",data/covers/real/g0237__src-real.png
238,Flickr30k,116862076,flickr-521,Woman with rolled up jeans throwing a frisbee on the beach.,data/covers/real/g0238__src-real.png
239,COCO,000000140743,coco-000000140743,a person smiling eating a piece of pizza,data/covers/real/g0239__src-real.png
240,COCO,000000041550,coco-000000041550,A room with large curved desk with lots of chairs.,data/covers/real/g0240__src-real.png
241,Flickr30k,1160841776,flickr-495,The view from a overlook at the public beach.,data/covers/real/g0241__src-real.png
242,COCO,000000289423,coco-000000289423,Two younger people playing a game of frisbee.,data/covers/real/g0242__src-real.png
243,COCO,000000465692,coco-000000465692,Person in jacket riding a bicycle on a street.,data/covers/real/g0243__src-real.png
244,COCO,000000380932,coco-000000380932,There are mountains in the background and a lake in the middle.,data/covers/real/g0244__src-real.png
245,COCO,000000205103,coco-000000205103,A cute kitten playing with strings on a shoe.,data/covers/real/g0245__src-real.png
246,COCO,000000577858,coco-000000577858,Children making their own personal pizzas with different toppings.,data/covers/real/g0246__src-real.png
247,COCO,000000292639,coco-000000292639,Planes are flying in a V formation in a blue sky.,data/covers/real/g0247__src-real.png
248,Flickr30k,102455176,flickr-85,An ice climber in a blue jacket and black pants is scaling a frozen ice wall.,data/covers/real/g0248__src-real.png
249,COCO,000000105975,coco-000000105975,an elephant using its trunk to blow the dirt off its face,data/covers/real/g0249__src-real.png
250,COCO,000000579056,coco-000000579056,A man hit something that exploded with a bat.,data/covers/real/g0250__src-real.png
251,COCO,000000078696,coco-000000078696,A bus drives down the middle of a street.,data/covers/real/g0251__src-real.png
252,Flickr30k,10090841,flickr-33,A man with black hair sits in a restaurant with a glass of beer.,data/covers/real/g0252__src-real.png
253,Flickr30k,1205490378,flickr-607,A view from above of a young woman sitting behind a green both under a sign offering programs and ice cream.,data/covers/real/g0253__src-real.png
254,Flickr30k,1130369873,flickr-393,A brown dog swims through water outdoors with a tennis ball in its mouth.,data/covers/real/g0254__src-real.png
255,Flickr30k,1197800988,flickr-590,A woman in a purple jacket is eating a snack at a table behind the tree.,data/covers/real/g0255__src-real.png
256,COCO,000000536831,coco-000000536831,A man is on the ski slope on a sunny day.,data/covers/real/g0256__src-real.png
257,COCO,000000484982,coco-000000484982,A living room with chairs a fireplace and mirror,data/covers/real/g0257__src-real.png
258,Flickr30k,118667747,flickr-551,There are three young boys playing in a public park with a red ball.,data/covers/real/g0258__src-real.png
259,COCO,000000213687,coco-000000213687,Motorcycles driving down a wide city street nearing a white building.,data/covers/real/g0259__src-real.png
260,COCO,000000496768,coco-000000496768,A young man flying a kite over a sandy beach.,data/covers/real/g0260__src-real.png
261,COCO,000000375840,coco-000000375840,A try with a banana and two oranges visible on it,data/covers/real/g0261__src-real.png
262,Flickr30k,1094606832,flickr-265,A young black person wearing a green shirt and a jacket using a sewing machine.,data/covers/real/g0262__src-real.png
263,COCO,000000079472,coco-000000079472,Office space with office equipment on desk top.,data/covers/real/g0263__src-real.png
264,COCO,000000328757,coco-000000328757,A woman eating vegetables in front of a stove.,data/covers/real/g0264__src-real.png
265,COCO,000000090732,coco-000000090732,A little girl is mixing in a kitchen bowl while standing on a chair.,data/covers/real/g0265__src-real.png
266,Flickr30k,122301379,flickr-647,Two men wearing khaki pants are looking at a tree that has just been felled by a saw.,data/covers/real/g0266__src-real.png
267,Flickr30k,1246237064,flickr-721,"A bald white man wearing an apron dines alone at a restaurant table, set with a full meal and a bottle of wine.",data/covers/real/g0267__src-real.png
268,Flickr30k,1250854171,flickr-737,A man with an axe chopping wood in front of a teepee.,data/covers/real/g0268__src-real.png
269,Flickr30k,11205420,flickr-359,A man dressed in white walks a yellow rope on the ground that is attached to the handlebars of a bicycle.,data/covers/real/g0269__src-real.png
270,COCO,000000493219,coco-000000493219,a couple of people that are sitting on a park bench,data/covers/real/g0270__src-real.png
271,COCO,000000048636,coco-000000048636,a baseball player is swinging a bat at a ball,data/covers/real/g0271__src-real.png
272,Flickr30k,1163297375,flickr-500,"A girl wearing a striped shirt, plaid shorts, and a baseball hat is on a bike, pulling a man in a red cart with a black top.",data/covers/real/g0272__src-real.png
273,COCO,000000026942,coco-000000026942,A gray tiger cat sitting at a wooden table on a chair.,data/covers/real/g0273__src-real.png
274,Flickr30k,106372282,flickr-185,A man sitting down with this head resting on his fists next to a man with his eyes closed and his together with dough sitting on a table in front of them both.,data/covers/real/g0274__src-real.png
275,COCO,000000365426,coco-000000365426,Photograph of an outdoor arena that looks great.,data/covers/real/g0275__src-real.png
276,COCO,000000291380,coco-000000291380,A car passes by to find a man outside near a TV.,data/covers/real/g0276__src-real.png
277,COCO,000000529636,coco-000000529636,a large tower that has a big clock at the top,data/covers/real/g0277__src-real.png
278,COCO,000000383419,coco-000000383419,A little girl sitting at a table eating a hot dog.,data/covers/real/g0278__src-real.png
279,Flickr30k,126824259,flickr-789,A woman wearing a blue sweater sits at a table with a colorful tablecloth and clasps her hands together.,data/covers/real/g0279__src-real.png
280,Flickr30k,122634567,flickr-657,A man wearing glasses holds a flip phone in his hand while a woman wearing earrings stands behind him.,data/covers/real/g0280__src-real.png
281,COCO,000000318671,coco-000000318671,"A horse drawn trolly on a track, the trolly is full of people.",data/covers/real/g0281__src-real.png
282,COCO,000000066800,coco-000000066800,A elephant that is standing in the grass.,data/covers/real/g0282__src-real.png
283,Flickr30k,11610969,flickr-496,"A woman in a blue shirt with a blue bag passes by a large yard sale with colorful clothes, adults and children within.",data/covers/real/g0283__src-real.png
284,Flickr30k,1231348815,flickr-667,"A rickshaw puller in an Asian country smiling and making a ""thumbs up"" sign at the photographer.",data/covers/real/g0284__src-real.png
285,Flickr30k,111061041,flickr-329,Two men in a tennis court in a city are standing on either side of the net talking to each other.,data/covers/real/g0285__src-real.png
286,Flickr30k,1084527029,flickr-236,Looks like everyone is getting good gas mileage here with all these beautiful scooters!,data/covers/real/g0286__src-real.png
287,Flickr30k,1061467336,flickr-180,"A few firefighters, wearing black, yellow, and pink jackets, standing next to a firetruck.",data/covers/real/g0287__src-real.png
288,COCO,000000540174,coco-000000540174,A baby in a carseat eating a donut.,data/covers/real/g0288__src-real.png
289,COCO,000000270918,coco-000000270918,A sharp steeple on a building is lit in the sky.,data/covers/real/g0289__src-real.png
290,COCO,000000573206,coco-000000573206,a pizza with olives sitting on a pizza pan on top of an oven,data/covers/real/g0290__src-real.png
291,COCO,000000122851,coco-000000122851,There is a man picking bananas next to a street.,data/covers/real/g0291__src-real.png
292,COCO,000000402330,coco-000000402330,A white toilet on the ground by some junk.,data/covers/real/g0292__src-real.png
293,COCO,000000254277,coco-000000254277,Some orange flowers in a tall silver vase,data/covers/real/g0293__src-real.png
294,Flickr30k,1006452823,flickr-23,"Two children, a girl and a boy are practicing their writing.",data/covers/real/g0294__src-real.png
295,COCO,000000569839,coco-000000569839,A little girl sitting in the middle of a restaurant and smiling for picture.,data/covers/real/g0295__src-real.png
296,COCO,000000436174,coco-000000436174,motorcycle bikes all parked next to each other lined up down the road .,data/covers/real/g0296__src-real.png
297,Flickr30k,101559400,flickr-58,"Men in the business suits are crossing the street, and there are people with placards are gathering on the street.",data/covers/real/g0297__src-real.png
298,Flickr30k,1059514525,flickr-174,"A person is sleeping on a bench on the sidewalk, across the street from a bus stop.",data/covers/real/g0298__src-real.png
299,COCO,000000111076,coco-000000111076,A bathroom with a sink and toilet and a window.,data/covers/real/g0299__src-real.png
300,COCO,000000472621,coco-000000472621,"An elegant bathroom features a tub, sink, mirror, and decorations.",data/covers/real/g0300__src-real.png
301,COCO,000000381106,coco-000000381106,two kids play at the beach with their kite,data/covers/real/g0301__src-real.png
302,COCO,000000402559,coco-000000402559,A large giraffe is standing in the wilderness.,data/covers/real/g0302__src-real.png
303,Flickr30k,1130295306,flickr-391,"A boy in a striped blue shirt and gray pants, holding a blue scooter, is looking across a river.",data/covers/real/g0303__src-real.png
304,Flickr30k,1016887272,flickr-64,Several climbers in a row are climbing the rock while the man in red watches and holds the line.,data/covers/real/g0304__src-real.png
305,COCO,000000372979,coco-000000372979,A cat sitting on top of a window sill.,data/covers/real/g0305__src-real.png
306,COCO,000000351683,coco-000000351683,A batter is waiting for a baseball to come to him.,data/covers/real/g0306__src-real.png
307,COCO,000000489023,coco-000000489023,A soccer player looks up at a soccer ball.,data/covers/real/g0307__src-real.png
308,Flickr30k,1119463452,flickr-358,A little girl in a pink bathing suit swimming in a pool.,data/covers/real/g0308__src-real.png
309,COCO,000000370423,coco-000000370423,A white and gray dog sits on a bed near a pile of rumpled sheets.,data/covers/real/g0309__src-real.png
310,COCO,000000132982,coco-000000132982,A wet view of a street with people crossing in front of buses.,data/covers/real/g0310__src-real.png
311,COCO,000000356544,coco-000000356544,A dog with a hat strapped to its head.,data/covers/real/g0311__src-real.png
312,COCO,000000041369,coco-000000041369,A person riding down a sidewalk on a skateboard.,data/covers/real/g0312__src-real.png
313,COCO,000000394240,coco-000000394240,A row of motorcycles parked in front of a building.,data/covers/real/g0313__src-real.png
314,Flickr30k,1066252238,flickr-191,A boy in a pink T-shirt is riding a bike over a sand pile while two others are riding in the street.,data/covers/real/g0314__src-real.png
315,Flickr30k,109982467,flickr-293,A mother and three children collecting garbage from a blue and white garbage can on the street.,data/covers/real/g0315__src-real.png
316,Flickr30k,1253095131,flickr-748,Two blond women sit outside as people walk by wearing casual clothing and some wearing bookbags.,data/covers/real/g0316__src-real.png
317,Flickr30k,1030985833,flickr-105,The Chocolate Lab jumps too late to get the toy as the Black Lab captures it in the driveway.,data/covers/real/g0317__src-real.png
318,COCO,000000299116,coco-000000299116,A little girl posing for a picture while eating food.,data/covers/real/g0318__src-real.png
319,COCO,000000443591,coco-000000443591,A small herd of zebra walking on a lush green landscape.,data/covers/real/g0319__src-real.png
320,COCO,000000071384,coco-000000071384,an over head view of cars parked below,data/covers/real/g0320__src-real.png
321,COCO,000000062790,coco-000000062790,six different shots of horses and people standing on the street,data/covers/real/g0321__src-real.png
322,COCO,000000346207,coco-000000346207,A cat is laying on a desk full of computers.,data/covers/real/g0322__src-real.png
323,Flickr30k,1157855775,flickr-482,Three people are walking on a lake shore with houses on the other side.,data/covers/real/g0323__src-real.png
324,COCO,000000169891,coco-000000169891,A 50s style fridge with a couple magnets on it.,data/covers/real/g0324__src-real.png
325,Flickr30k,1128230658,flickr-386,A young boy with a shaved head and dirty white collared shirt holds a chicken in his arm.,data/covers/real/g0325__src-real.png
326,COCO,000000143769,coco-000000143769,A brown miniature pony next to a wooden fence.,data/covers/real/g0326__src-real.png
327,COCO,000000171062,coco-000000171062,A cat sits on a table and watches television,data/covers/real/g0327__src-real.png
328,Flickr30k,119805497,flickr-591,A man in a white shirt and a woman in a black shirt are standing in front of a store.,data/covers/real/g0328__src-real.png
329,Flickr30k,1123486015,flickr-375,A man is standing on a small floating raft with a flag.,data/covers/real/g0329__src-real.png
330,Flickr30k,1000523639,flickr-5,Two people in the photo are playing the guitar and the other is poking at him.,data/covers/real/g0330__src-real.png
331,Flickr30k,108656820,flickr-239,"A group of people are either standing or sitting, some are wearing hats and scarves, while some are not.",data/covers/real/g0331__src-real.png
332,Flickr30k,110802332,flickr-325,Two hockey teams are shown at the goal where the white team is stopping a goal being made by the blue team.,data/covers/real/g0332__src-real.png
333,Flickr30k,1093807815,flickr-263,A group of African American children with their arms above their heads and happy expressions on their faces.,data/covers/real/g0333__src-real.png
334,COCO,000000565797,coco-000000565797,An orange striped tabby cat laying on top of a red vehicle's wheel.,data/covers/real/g0334__src-real.png
335,COCO,000000241876,coco-000000241876,A cat on the lid of a toilet looking perturbed.,data/covers/real/g0335__src-real.png
336,COCO,000000340559,coco-000000340559,There are two sinks next to two mirrors.,data/covers/real/g0336__src-real.png
337,COCO,000000536615,coco-000000536615,Two giraffes stand and eat food out of a basket.,data/covers/real/g0337__src-real.png
338,COCO,000000199602,coco-000000199602,A woman standing in the sand with a kite.,data/covers/real/g0338__src-real.png
339,COCO,000000158801,coco-000000158801,A large plane is parked outside an airplane hangar.,data/covers/real/g0339__src-real.png
340,Flickr30k,1001573224,flickr-10,Five ballet dancers caught mid jump in a dancing studio with sunlight coming through a window.,data/covers/real/g0340__src-real.png
341,COCO,000000083915,coco-000000083915,"A concrete building with towers, a steep in the middle and a clock underneath.",data/covers/real/g0341__src-real.png
342,COCO,000000489382,coco-000000489382,A herd of sheep crossing a bridge over a river.,data/covers/real/g0342__src-real.png
343,COCO,000000018149,coco-000000018149,A dog in a cage looking out of the cage.,data/covers/real/g0343__src-real.png
344,Flickr30k,1178705300,flickr-532,A brown dog jumping into a pool after a bloe ball.,data/covers/real/g0344__src-real.png
345,Flickr30k,1148889628,flickr-453,A construction worker in jeans is standing on a scaffold holding on to a metal frame with a city backdrop.,data/covers/real/g0345__src-real.png
346,Flickr30k,1095590286,flickr-272,A yellow dog and a black and white dog are running in the dirt.,data/covers/real/g0346__src-real.png
347,Flickr30k,1206506157,flickr-608,Two dogs are playing rough in a green field of grass.,data/covers/real/g0347__src-real.png
348,COCO,000000214698,coco-000000214698,A red stop sign leaning over on it's side.,data/covers/real/g0348__src-real.png
349,COCO,000000129576,coco-000000129576,"A sofa, television and a bike are sitting in a room.",data/covers/real/g0349__src-real.png
350,COCO,000000240903,coco-000000240903,A elephant that is standing in the dirt.,data/covers/real/g0350__src-real.png
351,COCO,000000562870,coco-000000562870,A smart phone sitting on top of a wooden table.,data/covers/real/g0351__src-real.png
352,COCO,000000293802,coco-000000293802,A boy performing a kickflip on his skateboard on a city street.,data/covers/real/g0352__src-real.png
353,COCO,000000430359,coco-000000430359,A baseball player holding a bat over his head.,data/covers/real/g0353__src-real.png
354,COCO,000000137118,coco-000000137118,An empty living room in an apartment with several chairs sitting in the middle of it.,data/covers/real/g0354__src-real.png
355,Flickr30k,1082608010,flickr-232,A construction worker in a neon vest is working with electrical equipment while sparks fly.,data/covers/real/g0355__src-real.png
356,Flickr30k,107022557,flickr-198,Two tired-looking men relax on a couch near a wooden trestle table with a coffee cup on it.,data/covers/real/g0356__src-real.png
357,COCO,000000309434,coco-000000309434,Two planes fly next to each other with only the sky visible in the background.,data/covers/real/g0357__src-real.png
358,COCO,000000368117,coco-000000368117,A couple of traffic lights sitting under a cloudy sky.,data/covers/real/g0358__src-real.png
359,COCO,000000056624,coco-000000056624,A wooden bench with snow in a forest.,data/covers/real/g0359__src-real.png
360,COCO,000000146659,coco-000000146659,A airplane flying high in the sky next to a set of white smoke lines.,data/covers/real/g0360__src-real.png
361,COCO,000000006005,coco-000000006005,a couple of giraffes that are walking around,data/covers/real/g0361__src-real.png
362,COCO,000000193251,coco-000000193251,A clean bathroom is seen in this image.,data/covers/real/g0362__src-real.png
363,Flickr30k,1175268298,flickr-528,A young student receives fencing instruction from his kneeling teacher while a potential opponent and a woman gaze behind them.,data/covers/real/g0363__src-real.png
364,COCO,000000146411,coco-000000146411,A cat on the ground with a shoe.,data/covers/real/g0364__src-real.png
365,Flickr30k,109202801,flickr-256,Two golden brown horses pull a sleigh driven by a woman in a blue coat.,data/covers/real/g0365__src-real.png
366,Flickr30k,1240297429,flickr-702,A dog is wearing a red number 6 and running through a field of green grass while being chased by a bird.,data/covers/real/g0366__src-real.png
367,COCO,000000472854,coco-000000472854,Two young skateboarders are skating near each other.,data/covers/real/g0367__src-real.png
368,COCO,000000310553,coco-000000310553,A man riding on the back of a motorcycle with a woman.,data/covers/real/g0368__src-real.png
369,Flickr30k,112411540,flickr-376,Young man wearing a wear jacket is behind a counter in a jewelry store gazing off into the distance.,data/covers/real/g0369__src-real.png
370,COCO,000000472246,coco-000000472246,"A fork next to an apple, orange and onion.",data/covers/real/g0370__src-real.png
371,COCO,000000410002,coco-000000410002,Assortment of doughnuts and other snack items on a serving tray.,data/covers/real/g0371__src-real.png
372,Flickr30k,1211184847,flickr-613,Several men are working on tiles together while sitting on the floor.,data/covers/real/g0372__src-real.png
373,Flickr30k,1262720546,flickr-770,"A young musician playing a small guitar and singing, while sitting in a white plastic chair.",data/covers/real/g0373__src-real.png
374,Flickr30k,1096097967,flickr-277,A black and white dog is being soaked with a jet of water in a blue paddling pool.,data/covers/real/g0374__src-real.png
375,Flickr30k,1001545525,flickr-9,Two men in Germany jumping over a rail at the same time without shirts.,data/covers/real/g0375__src-real.png
376,COCO,000000148358,coco-000000148358,Some very cute zebras in a grassy field.,data/covers/real/g0376__src-real.png
377,COCO,000000308026,coco-000000308026,A skateboarder doing a trick with skyscrapers in the background.,data/covers/real/g0377__src-real.png
378,COCO,000000057387,coco-000000057387,a crowd watching a girl ready to hit the tennis ball,data/covers/real/g0378__src-real.png
379,COCO,000000181714,coco-000000181714,An animation of a girl holding an umbrella is shown.,data/covers/real/g0379__src-real.png
380,COCO,000000132615,coco-000000132615,A baseball player is swinging and about to run.,data/covers/real/g0380__src-real.png
381,COCO,000000251252,coco-000000251252,The shiny motorcycle is being shown on a display.,data/covers/real/g0381__src-real.png
382,Flickr30k,123101580,flickr-665,"Two girls are playing soccer and one is wearing a white shirt with green shorts showing the number 4, while the other girl is wearing a red and white shirt.",data/covers/real/g0382__src-real.png
383,COCO,000000010442,coco-000000010442,there are many baseball players greeting each other on the field,data/covers/real/g0383__src-real.png
384,COCO,000000526711,coco-000000526711,A turquoise and white airplane and cars on the tarmac.,data/covers/real/g0384__src-real.png
385,COCO,000000241350,coco-000000241350,A ten speed bike is next to a wooden desk.,data/covers/real/g0385__src-real.png
386,Flickr30k,1021442086,flickr-78,"A bearded man wearing glasses, a red shirt, and a hat is reading a map while sitting in a car.",data/covers/real/g0386__src-real.png
387,Flickr30k,1002674143,flickr-16,A small girl in the grass plays with fingerpaints in front of a white canvas with a rainbow on it.,data/covers/real/g0387__src-real.png
388,COCO,000000387173,coco-000000387173,A person riding on the water in a red row boat.,data/covers/real/g0388__src-real.png
389,Flickr30k,123416768,flickr-675,"Three women at a shopping mall, one has a dog, one is on her cellphone, one is playing with her necklace.",data/covers/real/g0389__src-real.png
390,Flickr30k,1042020065,flickr-129,A young boy wearing a jersey looks down over a ledge at many boats in the water.,data/covers/real/g0390__src-real.png
391,COCO,000000143824,coco-000000143824,A cat looking at a dog on a TV.,data/covers/real/g0391__src-real.png
392,Flickr30k,1136758631,flickr-409,A woman in a black top with a shopping bag standing near the train tracks while others read.,data/covers/real/g0392__src-real.png
393,COCO,000000439969,coco-000000439969,A rusted pink fire hydrant in the grass,data/covers/real/g0393__src-real.png
394,Flickr30k,1094283901,flickr-264,A shirtless man jumping off a large concrete structure into a river with his friends watching from the structure.,data/covers/real/g0394__src-real.png
395,Flickr30k,1065831604,flickr-190,A bunch of people in racing gear and helmets racing bicycles around a corner on wet pavement.,data/covers/real/g0395__src-real.png
396,Flickr30k,119534510,flickr-583,A person in a brown jacket is sitting on a pier by the water reading.,data/covers/real/g0396__src-real.png
397,COCO,000000490923,coco-000000490923,A young girl brushing her teeth with a tooth brush.,data/covers/real/g0397__src-real.png
398,COCO,000000385633,coco-000000385633,A refrigerator that has a plant on top of it.,data/covers/real/g0398__src-real.png
399,Flickr30k,105806535,flickr-173,"A young man is bathing, with only his shorts on, in a large wooden pale.",data/covers/real/g0399__src-real.png
400,Flickr30k,1222063706,flickr-645,A woman in a brown knee length skirt and a silk brown button up shirt is sitting on a stone bench at a art gallery fixing her skirt.,data/covers/real/g0400__src-real.png
401,COCO,000000362159,coco-000000362159,A traffic light hanging over a street next to tall buildings.,data/covers/real/g0401__src-real.png
402,Flickr30k,1250745375,flickr-735,A group of people attending either a concert or a party.,data/covers/real/g0402__src-real.png
403,Flickr30k,1106644976,flickr-316,A young group of friends adorned with face paint and feathered headbands sit on a bench.,data/covers/real/g0403__src-real.png
404,Flickr30k,108503753,flickr-237,A white and green helicopter takes off from the airfield.,data/covers/real/g0404__src-real.png
405,COCO,000000032965,coco-000000032965,A woman staniding on the shore holding two umbrellas.,data/covers/real/g0405__src-real.png
406,Flickr30k,1248953128,flickr-732,A little girl in a colorful dress is playing with a blue and red soccer ball.,data/covers/real/g0406__src-real.png
407,COCO,000000142129,coco-000000142129,A red four door car pulling into a parking space with a meter.,data/covers/real/g0407__src-real.png
408,COCO,000000069392,coco-000000069392,A group of people that are standing on a tennis court.,data/covers/real/g0408__src-real.png
409,COCO,000000310325,coco-000000310325,A refrigerator with an ice machine and two vertical doors stands on a tile floor next to a door.,data/covers/real/g0409__src-real.png
410,COCO,000000303590,coco-000000303590,A child sitting with container that has chips and a hot dog in it.,data/covers/real/g0410__src-real.png
411,COCO,000000477010,coco-000000477010,A tennis player serves a ball as a crowd watches.,data/covers/real/g0411__src-real.png
412,Flickr30k,1073145694,flickr-201,A man in a yellow shirt and black shorts getting ready to throw a javelin.,data/covers/real/g0412__src-real.png
413,COCO,000000217005,coco-000000217005,a large amount of plants growing in a forest,data/covers/real/g0413__src-real.png
414,Flickr30k,1087539207,flickr-241,The four kids are riding on an ATV in a field.,data/covers/real/g0414__src-real.png
415,Flickr30k,1164131282,flickr-505,A gray dog beside a black and white dog running in green grass.,data/covers/real/g0415__src-real.png
416,COCO,000000284350,coco-000000284350,A woman standing in a set suit on a beach holding a surfboard.,data/covers/real/g0416__src-real.png
417,Flickr30k,1193116658,flickr-579,A young girl rides a unicycle next to another riding a scooter on a busy street.,data/covers/real/g0417__src-real.png
418,Flickr30k,110600869,flickr-311,A little girl in a blue jeans vest is running across the grass and laughing.,data/covers/real/g0418__src-real.png
419,COCO,000000291712,coco-000000291712,a small boat in a body of water,data/covers/real/g0419__src-real.png
420,Flickr30k,1089181217,flickr-247,A light brown dog runs down a path happily.,data/covers/real/g0420__src-real.png
421,COCO,000000384213,coco-000000384213,A kitchen is shown with a variety of items on the counters.,data/covers/real/g0421__src-real.png
422,Flickr30k,121800200,flickr-632,A group of rock climbers climb a rock wall in a forest.,data/covers/real/g0422__src-real.png
423,COCO,000000278166,coco-000000278166,A glass elephant figurines sitting on a plate.,data/covers/real/g0423__src-real.png
424,COCO,000000558524,coco-000000558524,"The large, very old jar is on display behind glass.",data/covers/real/g0424__src-real.png
425,Flickr30k,1181708011,flickr-539,A woman in a green tank top looking at a drill while a crowd looks on.,data/covers/real/g0425__src-real.png
426,COCO,000000102446,coco-000000102446,"A living area with counter, chairs, windows and an air hockey table.",data/covers/real/g0426__src-real.png
427,COCO,000000523297,coco-000000523297,A bathroom with a toilet bowl and shower.,data/covers/real/g0427__src-real.png
428,COCO,000000462341,coco-000000462341,An older building with birds flying near it.,data/covers/real/g0428__src-real.png
429,Flickr30k,106027978,flickr-177,A woman in a pink shirt wrapped up in a blue blanket asleep in a car.,data/covers/real/g0429__src-real.png
430,Flickr30k,102575576,flickr-88,A couple in their wedding attire stand behind a table with a wedding cake and flowers.,data/covers/real/g0430__src-real.png
431,Flickr30k,116976749,flickr-523,Metal worker in protective gear and welding face mask works on weld.,data/covers/real/g0431__src-real.png
432,COCO,000000421478,coco-000000421478,A man in a tie with a shirt jacket thrown over his shoulder.,data/covers/real/g0432__src-real.png
433,COCO,000000376959,coco-000000376959,A baby in a high chair with paper on the table in front of her,data/covers/real/g0433__src-real.png
434,COCO,000000382848,coco-000000382848,A yellow schoolbus with a woman spread out in front of it.,data/covers/real/g0434__src-real.png
435,COCO,000000180800,coco-000000180800,Plastic container filled with oranges sitting on a green shelf.,data/covers/real/g0435__src-real.png
436,COCO,000000287570,coco-000000287570,A young girl is skiing as others are far down the slope.,data/covers/real/g0436__src-real.png
437,COCO,000000269089,coco-000000269089,A sandwich cut in half served with coffee,data/covers/real/g0437__src-real.png
438,COCO,000000015827,coco-000000015827,Two rows of various makes of parked motorcycles.,data/covers/real/g0438__src-real.png
439,Flickr30k,1001896054,flickr-13,A man with reflective safety clothes and ear protection drives a John Deere tractor on a road.,data/covers/real/g0439__src-real.png
440,COCO,000000132686,coco-000000132686,A sky filled with lots of colorful flying kites.,data/covers/real/g0440__src-real.png
441,Flickr30k,122019659,flickr-638,A young boy prepares to field a baseball with people in the background.,data/covers/real/g0441__src-real.png
442,COCO,000000409251,coco-000000409251,A man and woman are playing a video game,data/covers/real/g0442__src-real.png
443,Flickr30k,1263801010,flickr-774,"A person in a red and black ski outfit is looking over a snowy, mountainous landscape.",data/covers/real/g0443__src-real.png
444,COCO,000000208663,coco-000000208663,A meal of vegetables and seafood mixed together.,data/covers/real/g0444__src-real.png
445,Flickr30k,105493603,flickr-162,Two people sitting beside each other at a table with food on it smiling.,data/covers/real/g0445__src-real.png
446,COCO,000000465566,coco-000000465566,A red train leaving a train station with man watching.,data/covers/real/g0446__src-real.png
447,COCO,000000180490,coco-000000180490,A room with a refrigerator with a house plant sitting on top of it.,data/covers/real/g0447__src-real.png
448,COCO,000000125997,coco-000000125997,A big billboard is painted onto the side of a brick building.,data/covers/real/g0448__src-real.png
449,Flickr30k,1244140539,flickr-713,A black and brown dog is laying on a white shaggy carpet.,data/covers/real/g0449__src-real.png
450,Flickr30k,11551286,flickr-477,A little toddler boy is crying while walking.,data/covers/real/g0450__src-real.png
451,COCO,000000565683,coco-000000565683,White knitted teddy bears and christmas tree decoration,data/covers/real/g0451__src-real.png
452,Flickr30k,124145159,flickr-704,"Two men, one looking at a screen with a drum next to him, while the other is a man dressed in a white shirt is talking into a microphone.",data/covers/real/g0452__src-real.png
453,COCO,000000289444,coco-000000289444,A young man and woman playing a game of soccer.,data/covers/real/g0453__src-real.png
454,COCO,000000475798,coco-000000475798,An airplane parked next to a terminal ready for passengers to board.,data/covers/real/g0454__src-real.png
455,Flickr30k,1024138940,flickr-84,Two different breeds of brown and white dogs play on the beach.,data/covers/real/g0455__src-real.png
456,COCO,000000098054,coco-000000098054,"A plate with chicken,carrots and mashed potatoes with silverware.",data/covers/real/g0456__src-real.png
457,Flickr30k,106514190,flickr-188,A hiker standing high on a bluff overlooking the mountains below.,data/covers/real/g0457__src-real.png
458,Flickr30k,1253275679,flickr-751,A young boy wearing a clever black and white shirt with his head bowed down,data/covers/real/g0458__src-real.png
459,COCO,000000081561,coco-000000081561,A large point tower towering over a traffic light.,data/covers/real/g0459__src-real.png
460,Flickr30k,113291048,flickr-404,A young man holds up a piece of wood and a chainsaw as presses a cigarette between his lips.,data/covers/real/g0460__src-real.png
461,Flickr30k,1144865997,flickr-434,A group of people standing on the lawn in front of a building.,data/covers/real/g0461__src-real.png
462,COCO,000000479057,coco-000000479057,A largge polar bear smelling the grass looking for food.,data/covers/real/g0462__src-real.png
463,Flickr30k,1139029795,flickr-414,A group of local cheerleaders in red and white kept our spirits up during the parade.,data/covers/real/g0463__src-real.png
464,Flickr30k,12252043,flickr-654,Four young Asian boys hold bowls and chopsticks as they stand around a barbecue.,data/covers/real/g0464__src-real.png
465,COCO,000000043133,coco-000000043133,A picture of several people in a sail boat in the ocean.,data/covers/real/g0465__src-real.png
466,Flickr30k,1122944218,flickr-374,A little toddler dressed in white is smiling while a lady helps him wave a flag.,data/covers/real/g0466__src-real.png
467,COCO,000000158497,coco-000000158497,A kitchen filled with lots of dogs near a dishwasher.,data/covers/real/g0467__src-real.png
468,COCO,000000207826,coco-000000207826,A woman holds up a book as she attempts to read in bed.,data/covers/real/g0468__src-real.png
469,COCO,000000348140,coco-000000348140,An intracately designed boat on a river bank.,data/covers/real/g0469__src-real.png
470,Flickr30k,1039637574,flickr-124,A bride in a light pink dress poses for a picture with male relatives and is being photographed by a man in a cream shirt with white pants.,data/covers/real/g0470__src-real.png
471,Flickr30k,105077209,flickr-150,A man with a badge is standing on a wood floor next to a structure.,data/covers/real/g0471__src-real.png
